2025-08-09 17:54:33.700 | INFO     | __main__:initialize_system_data:25 - ==================================================
2025-08-30 05:37:00.619 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 郭杰的简历 _20250806075537.pdf
2025-08-30 05:37:00.720 | INFO     | __main__:initialize_system_data:102 - ==================================================
2025-08-30 05:37:00.720 | INFO     | __main__:initialize_system_data:103 - 系统数据初始化完成！
2025-08-30 05:37:00.720 | INFO     | __main__:initialize_system_data:104 - 处理结果总结:
2025-08-30 05:37:00.720 | INFO     | __main__:initialize_system_data:105 -   - 成功新增: 19 份
2025-08-30 05:37:00.721 | INFO     | __main__:initialize_system_data:106 -   - 已存在 (跳过): 0 份
2025-08-30 05:37:00.721 | INFO     | __main__:initialize_system_data:107 -   - 处理失败: 0 份
2025-08-30 05:37:00.722 | INFO     | __main__:initialize_system_data:108 - 详细日志请查看: logs\system_init.log
2025-08-30 05:37:00.723 | INFO     | __main__:initialize_system_data:109 - ==================================================
2025-08-30 06:28:53.934 | INFO     | __main__:initialize_system_data:26 - ==================================================
2025-08-30 06:28:53.935 | INFO     | __main__:initialize_system_data:27 - 开始执行系统数据初始化...
2025-08-30 06:28:53.935 | INFO     | __main__:initialize_system_data:28 - 扫描简历目录: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume
2025-08-30 06:28:53.935 | INFO     | utils.vector_store:_initialize_components:30 - 开始初始化向量存储及检索组件...
2025-08-30 06:29:01.567 | INFO     | utils.vector_store:_initialize_components:73 - 向量存储及检索组件初始化完成
2025-08-30 06:29:02.099 | INFO     | __main__:initialize_system_data:53 - 发现 19 个简历文件待处理。
2025-08-30 06:29:02.100 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历(豪)_2024.03.23_20250809205730.docx
2025-08-30 06:29:02.126 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历(豪)_2024.03.23_20250809205730.docx, hash: f89443b16c4f3a7d79fd988b601d0f82
2025-08-30 06:29:02.126 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:29:04.708 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '黎豪', 'gender': '男', 'age': 33, 'work_experience': 7}
2025-08-30 06:29:04.708 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历(豪)_2024.03.23_20250809205730.docx
2025-08-30 06:29:04.708 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历(豪)_2024.03.23_20250809205730.docx, 使用切分器: RecursiveCharacter
2025-08-30 06:29:04.713 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历(豪)_2024.03.23_20250809205730.docx 共生成 23 个子块
2025-08-30 06:29:30.998 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: f89443b16c4f3a7d79fd988b601d0f82
2025-08-30 06:29:30.999 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: AI大模型个人简历(豪)_2024.03.23_20250809205730.docx
2025-08-30 06:29:31.100 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历_20250806095046.pdf
2025-08-30 06:29:31.550 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历_20250806095046.pdf, hash: 26d07d497507278334fea0fb6c539a72
2025-08-30 06:29:31.551 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:29:33.534 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '黎豪', 'gender': '男', 'age': 33, 'work_experience': 7}
2025-08-30 06:29:33.534 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历_20250806095046.pdf
2025-08-30 06:29:33.534 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历_20250806095046.pdf, 使用切分器: RecursiveCharacter
2025-08-30 06:29:33.535 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\AI大模型个人简历_20250806095046.pdf 共生成 3 个子块
2025-08-30 06:29:34.863 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 26d07d497507278334fea0fb6c539a72
2025-08-30 06:29:34.863 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: AI大模型个人简历_20250806095046.pdf
2025-08-30 06:29:34.964 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\刘宝.pdf
2025-08-30 06:29:35.237 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\刘宝.pdf, hash: baaea69dad6bca6a7b58feb2402f76a1
2025-08-30 06:29:35.237 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:29:36.858 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '刘天宝', 'gender': '男', 'age': 25, 'work_experience': 2}
2025-08-30 06:29:36.858 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\刘宝.pdf
2025-08-30 06:29:36.858 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\刘宝.pdf, 使用切分器: RecursiveCharacter
2025-08-30 06:29:36.859 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\刘宝.pdf 共生成 3 个子块
2025-08-30 06:29:38.262 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: baaea69dad6bca6a7b58feb2402f76a1
2025-08-30 06:29:38.262 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 刘宝.pdf
2025-08-30 06:29:38.363 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\庄宇_简历_20250807105559.pdf
2025-08-30 06:29:38.617 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\庄宇_简历_20250807105559.pdf, hash: 12b290a99929f37072774abb2dd2fef9
2025-08-30 06:29:38.617 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:29:39.744 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '庄宇', 'gender': '男', 'age': 24, 'work_experience': 1}
2025-08-30 06:29:39.744 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\庄宇_简历_20250807105559.pdf
2025-08-30 06:29:39.744 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\庄宇_简历_20250807105559.pdf, 使用切分器: RecursiveCharacter
2025-08-30 06:29:39.744 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\庄宇_简历_20250807105559.pdf 共生成 4 个子块
2025-08-30 06:29:41.419 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 12b290a99929f37072774abb2dd2fef9
2025-08-30 06:29:41.419 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 庄宇_简历_20250807105559.pdf
2025-08-30 06:29:41.520 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张丰前端开发工程师简历.md
2025-08-30 06:29:43.985 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张丰前端开发工程师简历.md, hash: 336bede497765123a6f144ee6fa010ef
2025-08-30 06:29:43.985 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:29:45.196 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '张丰', 'gender': '未提供', 'age': -1, 'work_experience': 5}
2025-08-30 06:29:45.196 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张丰前端开发工程师简历.md
2025-08-30 06:29:45.197 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张丰前端开发工程师简历.md, 使用切分器: Markdown
2025-08-30 06:29:45.198 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张丰前端开发工程师简历.md 共生成 7 个子块
2025-08-30 06:29:47.795 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 336bede497765123a6f144ee6fa010ef
2025-08-30 06:29:47.796 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 张丰前端开发工程师简历.md
2025-08-30 06:29:47.897 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张伟开发工程师.md
2025-08-30 06:29:47.924 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张伟开发工程师.md, hash: 507862e1a6c2919347dd01f6c75f5eb9
2025-08-30 06:29:47.925 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:29:49.183 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '张伟', 'gender': '未提供', 'age': -1, 'work_experience': 3}
2025-08-30 06:29:49.183 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张伟开发工程师.md
2025-08-30 06:29:49.183 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张伟开发工程师.md, 使用切分器: Markdown
2025-08-30 06:29:49.184 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张伟开发工程师.md 共生成 5 个子块
2025-08-30 06:29:50.988 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 507862e1a6c2919347dd01f6c75f5eb9
2025-08-30 06:29:50.988 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 张伟开发工程师.md
2025-08-30 06:29:51.089 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张笑霞_20250809165744.txt
2025-08-30 06:29:51.089 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张笑霞_20250809165744.txt, hash: d9db4bc938a743c0a41f956bac77d81d
2025-08-30 06:29:51.089 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:29:52.616 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '张笑霞', 'gender': '女', 'age': 66, 'work_experience': 52}
2025-08-30 06:29:52.616 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张笑霞_20250809165744.txt
2025-08-30 06:29:52.616 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张笑霞_20250809165744.txt, 使用切分器: RecursiveCharacter
2025-08-30 06:29:52.616 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\张笑霞_20250809165744.txt 共生成 4 个子块
2025-08-30 06:29:54.395 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: d9db4bc938a743c0a41f956bac77d81d
2025-08-30 06:29:54.395 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 张笑霞_20250809165744.txt
2025-08-30 06:29:54.497 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李娜.md
2025-08-30 06:29:54.515 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李娜.md, hash: 9aa01a4b1424ef367eb21a5aa929fa59
2025-08-30 06:29:54.515 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:29:56.214 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '李娜', 'gender': '女', 'age': 34, 'work_experience': 6}
2025-08-30 06:29:56.214 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李娜.md
2025-08-30 06:29:56.214 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李娜.md, 使用切分器: Markdown
2025-08-30 06:29:56.215 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李娜.md 共生成 5 个子块
2025-08-30 06:29:58.115 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 9aa01a4b1424ef367eb21a5aa929fa59
2025-08-30 06:29:58.116 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 李娜.md
2025-08-30 06:29:58.216 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李旭-简历.docx
2025-08-30 06:29:58.225 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李旭-简历.docx, hash: 1c0f34327bbbfaee55b8238bf8b7676c
2025-08-30 06:29:58.225 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:29:59.780 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '李旭', 'gender': '未提供', 'age': 26, 'work_experience': 3}
2025-08-30 06:29:59.780 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李旭-简历.docx
2025-08-30 06:29:59.780 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李旭-简历.docx, 使用切分器: RecursiveCharacter
2025-08-30 06:29:59.785 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李旭-简历.docx 共生成 11 个子块
2025-08-30 06:30:04.312 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 1c0f34327bbbfaee55b8238bf8b7676c
2025-08-30 06:30:04.312 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 李旭-简历.docx
2025-08-30 06:30:04.413 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李明AI大模型产品经理简历.pdf
2025-08-30 06:30:04.472 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李明AI大模型产品经理简历.pdf, hash: 91a04a181f1d14e05af733e349f9add2
2025-08-30 06:30:04.472 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:30:05.857 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '李明', 'gender': '未提供', 'age': -1, 'work_experience': 3}
2025-08-30 06:30:05.857 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李明AI大模型产品经理简历.pdf
2025-08-30 06:30:05.857 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李明AI大模型产品经理简历.pdf, 使用切分器: RecursiveCharacter
2025-08-30 06:30:05.858 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\李明AI大模型产品经理简历.pdf 共生成 4 个子块
2025-08-30 06:30:07.499 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 91a04a181f1d14e05af733e349f9add2
2025-08-30 06:30:07.500 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 李明AI大模型产品经理简历.pdf
2025-08-30 06:30:07.601 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林霞_20250809164313.txt
2025-08-30 06:30:07.601 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林霞_20250809164313.txt, hash: 27c71050893c05dd92ca62655304eb63
2025-08-30 06:30:07.601 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:30:09.189 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '林青霞', 'gender': '女', 'age': 66, 'work_experience': 52}
2025-08-30 06:30:09.189 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林霞_20250809164313.txt
2025-08-30 06:30:09.189 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林霞_20250809164313.txt, 使用切分器: RecursiveCharacter
2025-08-30 06:30:09.190 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林霞_20250809164313.txt 共生成 4 个子块
2025-08-30 06:30:10.926 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 27c71050893c05dd92ca62655304eb63
2025-08-30 06:30:10.926 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 林霞_20250809164313.txt
2025-08-30 06:30:11.027 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞.txt
2025-08-30 06:30:11.027 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞.txt, hash: 846c387153e1061340eb30b5ce7e6e73
2025-08-30 06:30:11.027 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:30:12.477 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '林青霞', 'gender': '女', 'age': 70, 'work_experience': 52}
2025-08-30 06:30:12.477 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞.txt
2025-08-30 06:30:12.477 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞.txt, 使用切分器: RecursiveCharacter
2025-08-30 06:30:12.477 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞.txt 共生成 4 个子块
2025-08-30 06:30:14.190 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 846c387153e1061340eb30b5ce7e6e73
2025-08-30 06:30:14.190 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 林青霞.txt
2025-08-30 06:30:14.291 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞_test.txt
2025-08-30 06:30:14.292 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞_test.txt, hash: 6ffb2e8ed59aeb71db3cdaab15b83168
2025-08-30 06:30:14.292 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:30:15.883 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '林青霞', 'gender': '女', 'age': 60, 'work_experience': 22}
2025-08-30 06:30:15.883 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞_test.txt
2025-08-30 06:30:15.883 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞_test.txt, 使用切分器: RecursiveCharacter
2025-08-30 06:30:15.883 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\林青霞_test.txt 共生成 1 个子块
2025-08-30 06:30:16.526 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 6ffb2e8ed59aeb71db3cdaab15b83168
2025-08-30 06:30:16.527 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 林青霞_test.txt
2025-08-30 06:30:16.627 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王宝强.jpg
2025-08-30 06:30:34.322 | INFO     | utils.document_processor:extract_text_from_image:117 - 图片提取文本成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王宝强.jpg, 内容长度: 473
2025-08-30 06:30:34.324 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王宝强.jpg, hash: 6bb5b76f8eac3235eb3bee38b16f6c4f
2025-08-30 06:30:34.324 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:30:36.794 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '王宝强', 'gender': '男', 'age': 42, 'work_experience': 22}
2025-08-30 06:30:36.794 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王宝强.jpg
2025-08-30 06:30:36.795 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王宝强.jpg, 使用切分器: RecursiveCharacter
2025-08-30 06:30:36.795 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王宝强.jpg 共生成 2 个子块
2025-08-30 06:30:57.073 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 6bb5b76f8eac3235eb3bee38b16f6c4f
2025-08-30 06:30:57.073 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 王宝强.jpg
2025-08-30 06:30:57.174 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王强.md
2025-08-30 06:30:57.188 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王强.md, hash: 2c6e673a7b2e06addee354021ad1453c
2025-08-30 06:30:57.188 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:30:59.144 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '王强', 'gender': '未提供', 'age': 25, 'work_experience': 1}
2025-08-30 06:30:59.144 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王强.md
2025-08-30 06:30:59.144 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王强.md, 使用切分器: Markdown
2025-08-30 06:30:59.145 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王强.md 共生成 5 个子块
2025-08-30 06:31:01.089 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 2c6e673a7b2e06addee354021ad1453c
2025-08-30 06:31:01.090 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 王强.md
2025-08-30 06:31:01.190 | INFO     | utils.document_processor:load_and_hash_document:125 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王明数据工程师简历.md
2025-08-30 06:31:01.218 | INFO     | utils.document_processor:load_and_hash_document:153 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王明数据工程师简历.md, hash: 21160040a62910ab2e43a6f1cc17a5b6
2025-08-30 06:31:01.218 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-30 06:31:02.934 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '王明', 'gender': '未提供', 'age': 27, 'work_experience': 3}
2025-08-30 06:31:02.934 | INFO     | utils.document_processor:process_document:161 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王明数据工程师简历.md
2025-08-30 06:31:02.934 | INFO     | utils.document_processor:process_document:177 - 处理文档: D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王明数据工程师简历.md, 使用切分器: Markdown
2025-08-30 06:31:02.935 | INFO     | utils.document_processor:process_document:199 - 文档 D:\LLM_Codes\Chapter3_RAG\SmartRecruit\data\resume\王明数据工程师简历.md 共生成 7 个子块
2025-08-30 06:31:05.558 | INFO     | utils.vector_store:store_resume:185 - 成功存储简历到Milvus, ES和MongoDB, hash: 21160040a62910ab2e43a6f1cc17a5b6
2025-08-30 06:31:05.558 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 王明数据工程师简历.md
